question_concept_id,question_text,question_type,secondary_source_concept_id,source_question_concept_id
943398317,"Address 11- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,716117817,927932321
943813942,Year moved out,,716117817,728155643
943911102,Cumulative Number of Passive Recruits,,581036703,
943996164,"In total, how many months or cycles did you take gonadotropins?",,745268907,
944065539,Was this cancer detected through routine screening?,,242103797,
944517297,"In a usual week, about how often do you use tap water from your home to make [insert response from DRINKSWTR1/other beverages]? We are interested in all tap water, whether or not it has been filtered or treated.",,716117817,944517297
944699052,"During the season[s] in the past 12 months that you swam laps, about how often did you do this activity?",,745268907,
944874693,"Two separate pills, one estrogen and one progestin pill",,745268907,263785082
945294744,Bag/Container/Thing 14,,948781977,
945532934,Current Full Street name,,716117817,121490150
945546878,What do you think about the length of the first survey? Think about the number of questions and how long it took you to answer each section of the survey. Would you say the first survey is:,Optional Multiple Choice,506648060,
945794974,Please review the list below and tell us if it includes all of the addresses where you have spent a total of 24 months or more in the past 20 years. 3rd Address:,Optional Multiple Choice,716117817,
945795905,Payment Chosen,,130371375,266600170
946211808,How old were you when you last used progesterone-only or progestin-only contraceptive pills?,,745268907,
946504570,Which of these best describes the type of testicle removal surgery that you had?,Optional Multiple Choice,726699695,
947994136,When did you first have a transvaginal ultrasound? ET,Multiple Choice,369168474,
948195369,PIN match - autogenerated when entered PIN matches an active recruit PIN,,214456996,
948416598,Year moved in,,716117817,191221569
948492967,Please review the list below and tell us if it includes all of the addresses where you have lived for at least two years in the last 20 years. Address 9,Optional Multiple Choice,716117817,
948887825,Shipper email,,603665257,
949302066,Baseline Survey Status - Module Background and Overall Health,,726699695,
949478044,8-Seasonal Zip code,,716117817,509553290
949501163,Baseline urine sample,,861315814,685002411
949549557,"Bicycle- Thinking about the one-way trip from [insert address from CURSCH1 - CURSCH3/this address] to your home on a usual day, about how much time do you usually spend in each type of transportation?",,716117817,219317801
949663397,How many days per cycle did you use this progestin-only hormone?,,745268907,
949727109,Chuukese,Optional Select All that Apply,726699695,115616118
950040334,Reason not given,Question text also for HdRef_NotGiven_v1r0,883203566,706283025
950080618,Weight at 35 years old entry,"Multiple Text Boxes, Display if in One or More Responses",726699695,912857732
950521660,Package in Good Condition- Home Collections,,377669767,633640710
950773275,Alcohol-based mouthwash (such as Scope® or LISTERINE®),Optional Select All that Apply,299215535,406270109
950972496,Bicycle commute from current work,,716117817,404697804
951078002,How many times have you had a blood test for ovarian cancer?,Multiple Choice,369168474,
951151270,"On days that you smoked when you were age [X / 18] to age [Y / 24], about how many cigars, cigarillos, or little filtered cigars did you smoke per day?",,965707586,
951355211,Collection Location,,123496044,
951357171,Has your menstrual period started?,Required Multiple Choice,232438133,
951528844,GitHub/Survey Version for SAS,,965707586,
951694129,Precision match indicator,,218382402,
951847507,Which of these best describes the type of kidney removal surgery that you had? - CSH,,369168474,
951901114,How old were you when you stopped smoking a hookah or water pipe every day?,,965707586,
952124199,Child Address Full Street name #1,,716117817,469914719
952170182,Commute School Full Street name #2,,716117817,443679537
952682839,"In the past three months, how much did the pain get in the way of your normal work? By work, we mean both housework and work outside of the home.",Optional Multiple Choice,726699695,
953225775,Autogenerated date/time for Refused all future QOL surveys (but willing to do other future surveys),,861315814,
953510929,"During the season[s] in the past 12 months that you went jogging or running, about how often did you do this activity?",,745268907,
953614051,Manual method used for verification,,218595434,
953722451,"Seasonal Address 5- What [is/was] the main source of water that you [drink/drank] at [insert address insert address from SEASADD1 - SEASADD3/ the 1st/2nd/3rd/etc. address you provided]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,716117817,953722451
954880590,Collection Cup Leaked - Total Sample Loss - Site Collections,,775188224,238268405
955136492,"In a usual week, about how often do you use tap water from your home to make [insert response from DRINKSWTR1/other beverages]? We are interested in all tap water, whether or not it has been filtered or treated.",,716117817,944517297
955154600,Stuffy nose (also known as nasal congestion),Optional Select All that Apply,299215535,470484596
955609858,At the dinner table,,745268907,981441822
955881350,Breast reduction,Optional Select All that Apply,726699695,517307064
956345366,Deviation - Insufficient volume - not enough volume to transfer to urine tube (discard),,973670172,248868659
956354350,Bag/Container/Thing 36,,948781977,
956485028,A/B testing message responses,,883203566,
956490759,2024 Connect Experience Survey Status,,506648060,
956625094,How would you rate your experience donating samples? Please rate your experience on the ease of donating samples,Optional Multiple Choice,506648060,
956827502,I have had a full body skin examination to screen for skin cancer,Select All That Apply,369168474,124071431
957052257,Other: Please describe commute from work post pan,,716117817,799598595
957066681,delivered_date: Date of delivery (when an email has been accepted at the receiving server),,708990554,
957305523,How many teeth have you lost from tooth decay or disease? Do not include tooth crowns or wisdom teeth.,Optional Multiple Choice,299215535,
957406695,Autogenerated date/time for Refused Cancer Screening History Survey,,861315814,
957429734,Sibling - another type of cancer: Please describe [text box],"Optional Select All that Apply, Loops",726699695,578895128
957717014,Address 3- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,716117817,957717014
958000780,Shipment Delay,,775188224,238268405
958009220,Are you currently using progesterone-only or progestin-only contraceptive pills?,,745268907,
958239616,Less than 1 year,"Text Box Plus Check Box, Loops",726699695,640010727
958419506,Address 1- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,716117817,958419506
958588520,I am concerned about COVID-19- Refusal,,861315814,
958646668,Heparin Tube 2,,360770860,
958757635,"The people and events in your neighborhood, for example, average income and education levels of the people living in your neighborhood or zip code, or rates of traffic incidents?",Nested,312845734,144761753
959371875,"In a usual week, to how many different schools or campuses do you commute to?",,716117817,
959488634,"3-Seasonal Review 3- In the past 20 years, (that is, since [insert number calculated from CURRENT YEAR - 20]), have you spent a total of 24 months or more in a seasonal or vacation home in the U.S.?",,716117817,
959535900,Little filtered cigar,,965707586,103566006
959572576,Dental (oral) device,,745268907,629010195
959708259,Box tracking number scan (one for each box),,948781977,
959804472,Employer City,,716117817,596318751
960218176,How many times have you had a stool (fecal) test?,Multiple Choice,369168474,
960308206,My thinking has been slow,Nested,601305072,230486322
960332453,"What brand of chewing tobacco, snus, snuff, or dip [do/did] you use most often?",,965707586,
960642359,Confusion,"Optional Select All that Apply, Loops",299215535,705336878
961178879,"In a usual week, about how often do you use tap water from your home to make a cup of coffee? We are interested in all tap water, whether or not it has been filtered or treated.",,716117817,961178879
961542949,delivered_status: Status of delivery (when an email has been accepted at the receiving server),,708990554,
961987554,Penis removed,"Optional Select All that Apply, Displayif in One or More Responses",726699695,624179836
